STATENAME,ST_CASE,VEH_NO,VIOLATION,VIOLATIONNAME
Colorado,80535,1,4,"Inattentive, careless, improper driving, driving without due care"
Colorado,80539,1,49,"Turn, yield, signaling violations generally"
Colorado,80540,1,4,"Inattentive, careless, improper driving, driving without due care"
Colorado,80541,1,2,Willful reckless driving; driving to endanger; negligent driving
Colorado,80543,1,4,"Inattentive, careless, improper driving, driving without due care"
Colorado,80545,2,95,No Driver Present/Unknown if Driver Present
Colorado,80548,1,97,Not Reported
Colorado,80549,1,4,"Inattentive, careless, improper driving, driving without due care"
Colorado,80551,1,21,Racing
Colorado,80553,1,1,Manslaughter or homicide
Colorado,80557,1,1,Manslaughter or homicide
Colorado,80557,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Colorado,80561,1,2,Willful reckless driving; driving to endanger; negligent driving
Colorado,80562,1,97,Not Reported
Colorado,80564,1,46,Fail to yield generally
Colorado,80565,1,39,Fail to obey traffic control device
Colorado,80567,1,4,"Inattentive, careless, improper driving, driving without due care"
Colorado,80567,2,95,No Driver Present/Unknown if Driver Present
Colorado,80567,3,95,No Driver Present/Unknown if Driver Present
Colorado,80572,1,97,Not Reported
Colorado,80573,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Colorado,80573,1,39,Fail to obey traffic control device
Colorado,80575,1,22,Speeding (above the speed limit)
Colorado,80578,1,4,"Inattentive, careless, improper driving, driving without due care"
Colorado,80580,1,4,"Inattentive, careless, improper driving, driving without due care"
Colorado,80584,1,4,"Inattentive, careless, improper driving, driving without due care"
Colorado,80586,1,4,"Inattentive, careless, improper driving, driving without due care"
Colorado,80586,1,72,Other driver license violations
Colorado,80586,1,74,Vehicle registration violations
Colorado,80586,1,76,Driving uninsured vehicle
Colorado,80588,1,46,Fail to yield generally
Colorado,80591,1,1,Manslaughter or homicide
Colorado,80591,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Colorado,80592,1,2,Willful reckless driving; driving to endanger; negligent driving
Colorado,80595,1,4,"Inattentive, careless, improper driving, driving without due care"
Colorado,80597,1,4,"Inattentive, careless, improper driving, driving without due care"
Colorado,80604,1,1,Manslaughter or homicide
Colorado,80604,1,2,Willful reckless driving; driving to endanger; negligent driving
Colorado,80604,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Colorado,80607,1,97,Not Reported
Colorado,80608,1,1,Manslaughter or homicide
Colorado,80608,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Colorado,80609,1,4,"Inattentive, careless, improper driving, driving without due care"
Colorado,80616,1,2,Willful reckless driving; driving to endanger; negligent driving
Colorado,80619,1,97,Not Reported
Colorado,80623,1,31,Fail to stop for red signal
Colorado,80624,1,97,Not Reported
Colorado,80625,1,4,"Inattentive, careless, improper driving, driving without due care"
Colorado,80626,1,4,"Inattentive, careless, improper driving, driving without due care"
Colorado,80629,1,97,Not Reported
Colorado,80629,2,97,Not Reported
Colorado,80630,1,46,Fail to yield generally
Colorado,80631,1,1,Manslaughter or homicide
Colorado,80631,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Colorado,80634,1,4,"Inattentive, careless, improper driving, driving without due care"
Colorado,80635,1,4,"Inattentive, careless, improper driving, driving without due care"
Colorado,80637,1,4,"Inattentive, careless, improper driving, driving without due care"
Colorado,80640,1,35,Fail to obey signal generally
Colorado,80641,1,4,"Inattentive, careless, improper driving, driving without due care"
Colorado,80641,1,7,"Hit-and-run, fail to stop after crash"
Connecticut,90003,1,1,Manslaughter or homicide
Connecticut,90003,1,83,Failure to require restraint use (by self or passengers)
Connecticut,90008,2,1,Manslaughter or homicide
Connecticut,90008,2,69,"Lane violations, generally"
Connecticut,90017,1,95,No Driver Present/Unknown if Driver Present
Connecticut,90024,1,4,"Inattentive, careless, improper driving, driving without due care"
Connecticut,90024,1,83,Failure to require restraint use (by self or passengers)
Connecticut,90043,1,95,No Driver Present/Unknown if Driver Present
Connecticut,90048,2,69,"Lane violations, generally"
Connecticut,90053,2,1,Manslaughter or homicide
Connecticut,90053,2,49,"Turn, yield, signaling violations generally"
Connecticut,90060,2,1,Manslaughter or homicide
Connecticut,90060,2,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Connecticut,90060,2,69,"Lane violations, generally"
Connecticut,90061,1,1,Manslaughter or homicide
Connecticut,90061,1,2,Willful reckless driving; driving to endanger; negligent driving
Connecticut,90061,1,4,"Inattentive, careless, improper driving, driving without due care"
Connecticut,90061,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Connecticut,90061,1,22,Speeding (above the speed limit)
Connecticut,90062,1,1,Manslaughter or homicide
Connecticut,90062,1,2,Willful reckless driving; driving to endanger; negligent driving
Connecticut,90062,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Connecticut,90062,1,72,Other driver license violations
Connecticut,90062,1,76,Driving uninsured vehicle
Connecticut,90063,1,1,Manslaughter or homicide
Connecticut,90063,1,2,Willful reckless driving; driving to endanger; negligent driving
Connecticut,90063,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Connecticut,90063,1,69,"Lane violations, generally"
Connecticut,90068,2,12,Driving while impaired
Connecticut,90073,1,1,Manslaughter or homicide
Connecticut,90073,1,2,Willful reckless driving; driving to endanger; negligent driving
Connecticut,90073,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Connecticut,90073,1,69,"Lane violations, generally"
Connecticut,90080,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Connecticut,90080,1,23,Speed greater than reasonable & prudent (not necessarily over the limit)
Connecticut,90080,1,69,"Lane violations, generally"
Connecticut,90086,2,1,Manslaughter or homicide
Connecticut,90086,2,7,"Hit-and-run, fail to stop after crash"
Connecticut,90086,2,23,Speed greater than reasonable & prudent (not necessarily over the limit)
Connecticut,90086,2,72,Other driver license violations
Connecticut,90086,2,76,Driving uninsured vehicle
Connecticut,90087,1,1,Manslaughter or homicide
Connecticut,90087,1,2,Willful reckless driving; driving to endanger; negligent driving
Connecticut,90089,1,1,Manslaughter or homicide
Connecticut,90089,1,2,Willful reckless driving; driving to endanger; negligent driving
Connecticut,90089,1,12,Driving while impaired
Connecticut,90092,3,2,Willful reckless driving; driving to endanger; negligent driving
Connecticut,90092,3,61,Unsafe or prohibited lane change
Connecticut,90092,3,71,Driving while license withdrawn
Connecticut,90104,1,1,Manslaughter or homicide
Connecticut,90104,1,7,"Hit-and-run, fail to stop after crash"
Connecticut,90104,1,53,"Improper, unsafe passing"
Connecticut,90105,1,95,No Driver Present/Unknown if Driver Present
Connecticut,90113,1,46,Fail to yield generally
Connecticut,90127,1,7,"Hit-and-run, fail to stop after crash"
Connecticut,90127,1,62,"Improper use of lane (enter of 3-lane road, HOV designated lane)"
Connecticut,90127,1,71,Driving while license withdrawn
Connecticut,90127,1,74,Vehicle registration violations
Connecticut,90130,2,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Connecticut,90130,2,22,Speeding (above the speed limit)
Connecticut,90130,2,72,Other driver license violations
Connecticut,90130,2,74,Vehicle registration violations
Connecticut,90130,2,76,Driving uninsured vehicle
Connecticut,90136,1,12,Driving while impaired
Connecticut,90136,1,22,Speeding (above the speed limit)
Connecticut,90136,1,69,"Lane violations, generally"
Connecticut,90136,1,83,Failure to require restraint use (by self or passengers)
Connecticut,90147,1,22,Speeding (above the speed limit)
Connecticut,90152,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Connecticut,90152,1,52,"Driving on left, wrong side of road, generally"
Connecticut,90152,2,71,Driving while license withdrawn
Connecticut,90154,1,81,Lamp violations
Connecticut,90154,2,74,Vehicle registration violations
Connecticut,90159,1,22,Speeding (above the speed limit)
Connecticut,90159,1,53,"Improper, unsafe passing"
Connecticut,90159,1,58,Following too closely
Connecticut,90159,1,83,Failure to require restraint use (by self or passengers)
Connecticut,90164,1,71,Driving while license withdrawn
Connecticut,90164,1,76,Driving uninsured vehicle
Connecticut,90165,2,95,No Driver Present/Unknown if Driver Present
Connecticut,90170,2,1,Manslaughter or homicide
Connecticut,90170,2,2,Willful reckless driving; driving to endanger; negligent driving
Connecticut,90170,2,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Connecticut,90179,2,46,Fail to yield generally
Connecticut,90191,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Connecticut,90197,1,1,Manslaughter or homicide
Connecticut,90197,1,72,Other driver license violations
Connecticut,90197,1,74,Vehicle registration violations
Connecticut,90200,1,12,Driving while impaired
Connecticut,90201,1,7,"Hit-and-run, fail to stop after crash"
Connecticut,90201,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Connecticut,90201,1,37,Fail to obey stop sign
Connecticut,90210,1,71,Driving while license withdrawn
Connecticut,90210,1,74,Vehicle registration violations
Connecticut,90217,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Connecticut,90217,1,22,Speeding (above the speed limit)
Connecticut,90217,2,46,Fail to yield generally
Connecticut,90221,3,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Connecticut,90221,3,72,Other driver license violations
Connecticut,90224,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Connecticut,90232,1,1,Manslaughter or homicide
Connecticut,90232,1,4,"Inattentive, careless, improper driving, driving without due care"
Connecticut,90232,1,7,"Hit-and-run, fail to stop after crash"
Connecticut,90232,1,31,Fail to stop for red signal
Connecticut,90232,1,71,Driving while license withdrawn
Connecticut,90232,1,74,Vehicle registration violations
Connecticut,90232,1,76,Driving uninsured vehicle
Connecticut,90244,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Connecticut,90245,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Connecticut,90245,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Connecticut,90245,1,83,Failure to require restraint use (by self or passengers)
Connecticut,90253,2,12,Driving while impaired
Connecticut,90253,2,58,Following too closely
Connecticut,90253,2,79,Non-moving violations generally
Connecticut,90257,1,2,Willful reckless driving; driving to endanger; negligent driving
Connecticut,90257,1,74,Vehicle registration violations
Connecticut,90257,1,76,Driving uninsured vehicle
Connecticut,90262,1,4,"Inattentive, careless, improper driving, driving without due care"
Connecticut,90262,1,7,"Hit-and-run, fail to stop after crash"
Connecticut,90263,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
